,id,first_name,last_name,State,Product,nrx1,nrx2,nrx3,nrx4,nrx5,nrx6,trx1,trx2,trx3,trx4,trx5,trx6,nrx_slope,nrx_intercept,nrx_mean,trx_slope,trx_intercept,trx_mean
167,168,Fonsie,Sollon,Colorado,Cholecap,9,9,14,16,15,5,199,171,173,27,81,82,3.72E-16,11.33333333,11.33333333,-28.6,222.2666667,122.1666667
168,169,Carolee,Speke,California,Cholecap,0,17,11,17,10,13,113,102,183,85,178,54,1.428571429,6.333333333,11.33333333,-4.714285714,135.6666667,119.1666667
169,170,Cynde,Cudihy,Pennsylvania,Cholecap,16,3,20,12,8,5,188,38,86,161,55,142,-1.371428571,15.46666667,10.66666667,-2.971428571,122.0666667,111.6666667
170,171,Judie,Macenzy,Florida,Cholecap,16,6,9,13,20,16,142,25,64,53,134,191,1.314285714,8.733333333,13.33333333,16.02857143,45.4,101.5
171,172,Cornela,Schoenfisch,Massachusetts,Cholecap,11,4,6,5,12,17,15,63,195,107,63,94,1.514285714,3.866666667,9.166666667,8.771428571,58.8,89.5
172,173,Dotty,Seakings,Pennsylvania,Cholecap,8,13,11,10,14,16,40,168,127,146,123,21,1.2,7.8,12,-6.028571429,125.2666667,104.1666667
173,174,Cathrine,Tomaschke,Iowa,Cholecap,20,19,7,7,11,16,69,91,114,154,174,66,-1.257142857,17.73333333,13.33333333,7.828571429,83.93333333,111.3333333
174,175,Marget,Bullar,Georgia,Cholecap,7,13,10,15,19,12,9,146,125,89,153,69,1.371428571,7.866666667,12.66666667,8.142857143,70,98.5
175,176,Luis,Carlo,Michigan,Cholecap,14,12,13,18,11,4,59,184,200,19,61,111,-1.371428571,16.8,12,-8.285714286,134.6666667,105.6666667
176,177,Genevra,Gilford,District of Columbia,Cholecap,20,16,12,0,15,2,25,95,47,120,56,142,-3,21.33333333,10.83333333,15.45714286,26.73333333,80.83333333
177,178,Park,Seppey,New York,Cholecap,8,15,3,0,16,3,82,63,65,42,91,186,-0.714285714,10,7.5,16.6,30.06666667,88.16666667
178,179,Raphaela,Garvey,Michigan,Cholecap,15,16,14,7,17,9,16,53,51,27,30,58,-0.971428571,16.4,13,3.342857143,27.46666667,39.16666667
179,180,Renata,Morecomb,Indiana,Cholecap,0,2,7,12,10,20,165,51,87,33,16,197,3.685714286,-4.4,8.5,0.028571429,91.4,91.5
180,181,Fanya,Dyment,Virginia,Cholecap,2,0,19,6,18,3,97,43,103,77,74,159,1.314285714,3.4,8,10.77142857,54.46666667,92.16666667
181,182,Farand,Wigin,California,Cholecap,0,17,0,18,18,7,159,117,131,83,104,103,1.6,4.4,10,-10.48571429,152.8666667,116.1666667
182,183,Kathy,Taunton,Florida,Cholecap,4,17,18,3,14,15,82,30,34,6,18,76,0.885714286,8.733333333,11.83333333,-2.685714286,50.4,41
183,184,Dniren,Hadlow,Illinois,Cholecap,4,3,11,5,1,8,178,39,51,191,110,180,0.228571429,4.533333333,5.333333333,10.37142857,88.53333333,124.8333333
184,185,Nicolais,Grewer,California,Cholecap,10,9,7,16,15,6,106,179,21,144,46,50,0.2,9.8,10.5,-15.88571429,146.6,91
185,186,Teresina,Baterip,California,Cholecap,10,4,20,17,4,4,131,17,29,87,83,35,-0.942857143,13.13333333,9.833333333,-6.4,86.06666667,63.66666667
186,187,Harriett,Fevers,Florida,Cholecap,3,9,1,14,5,4,121,99,102,39,119,72,0.171428571,5.4,6,-7.085714286,116.8,92
187,188,Dom,Mandrey,Illinois,Cholecap,4,20,16,4,10,5,80,25,30,153,68,36,-1.057142857,13.53333333,9.833333333,0.914285714,62.13333333,65.33333333
188,189,Odelinda,Mullally,Arizona,Cholecap,14,2,17,13,8,6,165,84,101,142,146,158,-0.742857143,12.6,10,5.485714286,113.4666667,132.6666667
189,190,Morey,Kumar,Florida,Cholecap,19,1,16,17,14,17,114,148,172,115,171,130,0.857142857,11,14,2.628571429,132.4666667,141.6666667
190,191,Virgil,Bushill,California,Cholecap,4,14,17,3,4,13,184,72,80,57,150,158,0.028571429,9.066666667,9.166666667,2.314285714,108.7333333,116.8333333
191,192,Nona,Dempster,Florida,Cholecap,13,9,13,15,19,19,89,37,56,68,120,149,1.771428571,8.466666667,14.66666667,16.02857143,30.4,86.5
192,193,Linus,Portchmouth,Minnesota,Cholecap,19,20,12,10,7,13,149,22,195,45,121,145,-2.028571429,20.6,13.5,3.628571429,100.1333333,112.8333333
193,194,Claudette,Kevis,Georgia,Cholecap,6,8,6,2,14,16,45,136,72,47,27,98,1.828571429,2.266666667,8.666666667,-2.485714286,79.53333333,70.83333333
194,195,Christiane,Whelband,Idaho,Cholecap,9,14,19,13,9,11,155,174,146,185,114,77,-0.314285714,13.6,12.5,-15.17142857,194.9333333,141.8333333
195,196,Izzy,Batsford,Texas,Cholecap,4,19,3,12,11,13,66,105,23,28,119,110,0.857142857,7.333333333,10.33333333,7.628571429,48.46666667,75.16666667
196,197,Evelina,D'Hooge,Delaware,Cholecap,16,3,10,0,13,8,123,30,20,167,95,74,-0.571428571,10.33333333,8.333333333,2.771428571,75.13333333,84.83333333
197,198,Mackenzie,Paumier,Minnesota,Cholecap,19,8,8,18,17,3,170,178,187,128,26,63,-1.228571429,16.46666667,12.16666667,-30,230.3333333,125.3333333
198,199,Jody,McGenis,Florida,Cholecap,13,1,19,9,5,10,91,65,142,139,161,55,-0.371428571,10.8,9.5,3,98.33333333,108.8333333
199,200,Ginevra,Ivens,Florida,Cholecap,11,1,5,8,3,12,76,20,143,173,133,191,0.4,5.266666667,6.666666667,26.97142857,28.26666667,122.6666667
200,201,Leon,Guilford,Florida,Cholecap,10,13,13,15,19,3,128,22,37,181,37,181,-0.428571429,13.66666667,12.16666667,12.97142857,52.26666667,97.66666667
201,202,Jody,Eadmeades,South Carolina,Cholecap,13,10,12,3,11,2,34,198,155,140,25,77,-1.742857143,14.6,8.5,-9.114285714,136.7333333,104.8333333
202,203,Janice,Frickey,Illinois,Cholecap,0,18,12,10,7,5,129,66,23,29,42,131,-0.285714286,9.666666667,8.666666667,-1.6,75.6,70
203,204,Malia,Baitey,California,Cholecap,6,3,4,20,6,7,11,35,63,188,128,164,0.857142857,4.666666667,7.666666667,33.4,-18.73333333,98.16666667
204,205,Kenon,McCaig,District of Columbia,Cholecap,10,20,5,3,13,11,35,171,162,195,21,178,-0.514285714,12.13333333,10.33333333,8.514285714,97.2,127
205,206,Adan,Awcock,Texas,Cholecap,0,20,2,4,15,16,7,120,88,11,70,199,1.914285714,2.8,9.5,20.94285714,9.2,82.5
206,207,Justine,Devo,Maryland,Cholecap,0,7,19,10,13,10,184,174,160,30,38,66,1.685714286,3.933333333,9.833333333,-32.22857143,221.4666667,108.6666667
207,208,Pauly,Kesley,Virginia,Cholecap,8,0,9,4,16,7,32,12,52,92,116,198,1.085714286,3.533333333,7.333333333,33.77142857,-34.53333333,83.66666667
208,209,Saba,Alway,New Jersey,Cholecap,5,7,19,17,11,12,45,158,102,81,90,124,1.285714286,7.333333333,11.83333333,4.857142857,83,100
209,210,Leisha,Liebmann,New York,Cholecap,3,9,7,3,18,7,32,51,7,189,75,116,1.228571429,3.533333333,7.833333333,19.25714286,10.93333333,78.33333333
210,211,Kale,Kear,California,Cholecap,6,16,1,5,5,13,175,67,54,191,93,14,0.171428571,7.066666667,7.666666667,-16.85714286,158,99
211,212,Maje,Santos,North Carolina,Cholecap,4,7,18,18,7,10,53,153,115,118,98,177,0.857142857,7.666666667,10.66666667,13.08571429,73.2,119
212,213,Sandy,Frascone,Ohio,Cholecap,20,18,2,17,0,18,135,38,27,174,67,85,-1.4,17.4,12.5,-0.457142857,89.26666667,87.66666667
213,214,Maxi,Caren,New York,Cholecap,1,18,13,8,17,17,90,46,193,94,188,147,2.057142857,5.133333333,12.33333333,17.48571429,65.13333333,126.3333333
214,215,Alisun,Gillet,Texas,Cholecap,13,20,1,19,9,8,66,118,1,103,158,100,-1.142857143,15.66666667,11.66666667,11.2,51.8,91
215,216,Sebastiano,Cutmere,Michigan,Cholecap,7,19,13,4,8,4,129,187,24,117,130,171,-1.628571429,14.86666667,9.166666667,3.771428571,113.1333333,126.3333333
216,217,Rosetta,Cathery,Florida,Cholecap,15,0,20,11,15,10,42,159,34,109,30,60,0.314285714,10.73333333,11.83333333,-6.342857143,94.53333333,72.33333333
217,218,Darya,Bertin,Arizona,Cholecap,6,8,4,14,4,13,40,32,35,72,136,120,0.942857143,4.866666667,8.166666667,21.4,-2.4,72.5
218,219,Bruce,Tawse,Oregon,Cholecap,9,12,10,1,5,10,29,60,104,188,184,17,-0.714285714,10.33333333,7.833333333,11.31428571,57.4,97
219,220,Ashia,Colenutt,California,Cholecap,20,16,10,15,16,2,181,18,166,55,101,162,-2.428571429,21.66666667,13.16666667,1.228571429,109.5333333,113.8333333
220,221,Mattie,Nisby,Ohio,Cholecap,3,17,2,10,2,12,38,134,149,34,153,134,0.228571429,6.866666667,7.666666667,12.05714286,64.8,107
221,222,Belinda,Syers,Arkansas,Cholecap,19,13,2,2,16,9,185,76,114,138,140,143,-1.171428571,14.26666667,10.16666667,0.171428571,132.0666667,132.6666667
222,223,Kiley,Lindholm,Rhode Island,Cholecap,19,8,2,9,7,0,155,167,39,122,25,125,-2.6,16.6,7.5,-14.08571429,154.8,105.5
223,224,Carroll,Testin,New York,Cholecap,11,4,11,20,18,5,35,176,126,191,61,73,0.6,9.4,11.5,-2.571428571,119.3333333,110.3333333
224,225,Sukey,Simonard,Texas,Cholecap,10,19,7,7,1,13,124,49,107,111,102,67,-1.114285714,13.4,9.5,-3.485714286,105.5333333,93.33333333
225,226,Christi,Corck,Georgia,Cholecap,10,7,13,18,4,7,83,128,161,154,171,13,-0.542857143,11.73333333,9.833333333,-6.514285714,141.1333333,118.3333333
226,227,Blane,Rekes,Oklahoma,Cholecap,9,2,17,8,3,17,38,68,26,172,84,113,0.971428571,5.933333333,9.333333333,16.25714286,26.6,83.5
227,228,Benedikt,Magog,Washington,Cholecap,9,2,6,12,8,4,37,119,61,136,137,178,-0.028571429,6.933333333,6.833333333,23.82857143,27.93333333,111.3333333
228,229,Conan,Digan,Colorado,Cholecap,12,1,10,2,19,0,195,10,166,101,68,150,-0.4,8.733333333,7.333333333,-3.314285714,126.6,115
229,230,Genia,Aisman,New York,Cholecap,8,10,5,20,20,20,76,14,10,31,133,98,3,3.333333333,13.83333333,13.94285714,11.53333333,60.33333333
230,231,Jania,Cresswell,Delaware,Cholecap,10,9,19,16,13,5,28,185,147,185,116,71,-0.457142857,13.6,12,1.314285714,117.4,122
231,232,Danika,Duligall,Massachusetts,Cholecap,16,12,12,19,7,12,187,90,91,151,163,191,-0.8,15.8,13,8.542857143,115.6,145.5
232,233,Simone,Ingham,California,Cholecap,7,20,11,5,0,0,101,141,78,52,85,195,-2.885714286,17.26666667,7.166666667,7.885714286,81.06666667,108.6666667
233,234,Mia,Churching,Kansas,Cholecap,11,18,13,1,4,3,97,22,132,61,89,131,-2.685714286,17.73333333,8.333333333,8.571428571,58.66666667,88.66666667
234,235,Wilfred,Kervin,Minnesota,Cholecap,19,2,8,6,13,10,66,165,150,55,94,182,-0.4,11.06666667,9.666666667,7.771428571,91.46666667,118.6666667
235,236,Mallory,Coram,Ohio,Cholecap,9,8,14,5,19,16,167,36,125,19,68,46,1.685714286,5.933333333,11.83333333,-17.57142857,138.3333333,76.83333333
236,237,Cyrus,Eltune,North Carolina,Cholecap,11,11,15,20,8,13,45,139,191,98,193,46,0.171428571,12.4,13,2.114285714,111.2666667,118.6666667
237,238,Saleem,Goodding,Indiana,Cholecap,17,9,18,8,6,6,98,154,55,168,106,42,-2.114285714,18.06666667,10.66666667,-8.885714286,134.9333333,103.8333333
238,239,Corliss,Golden of Ireland,Florida,Cholecap,8,7,17,17,11,13,121,110,187,33,85,97,1.057142857,8.466666667,12.16666667,-9.971428571,140.4,105.5
239,240,Skipper,Lording,Illinois,Cholecap,9,8,2,12,2,20,119,75,58,34,33,167,1.342857143,4.133333333,8.833333333,2.571428571,72,81
240,241,Freida,Whiterod,District of Columbia,Cholecap,14,7,7,13,7,5,58,157,41,146,95,86,-1.114285714,12.73333333,8.833333333,1.685714286,91.26666667,97.16666667
241,242,Alexi,Slowgrove,California,Cholecap,12,19,20,17,16,18,169,47,194,99,189,33,0.514285714,15.2,17,-9.971428571,156.7333333,121.8333333
242,243,Nehemiah,Extil,Minnesota,Cholecap,14,6,17,16,18,11,46,98,76,39,21,30,0.571428571,11.66666667,13.66666667,-9.942857143,86.46666667,51.66666667
243,244,Bridie,Antonchik,Pennsylvania,Cholecap,11,20,16,11,8,15,157,61,37,70,59,184,-0.6,15.6,13.5,4.628571429,78.46666667,94.66666667
244,245,Morgen,Raiman,Massachusetts,Cholecap,6,2,11,1,20,17,146,121,178,167,200,140,2.828571429,-0.4,9.5,5.6,139.0666667,158.6666667
245,246,Menard,Donaldson,North Carolina,Cholecap,15,6,4,3,1,9,31,11,81,142,91,17,-1.314285714,10.93333333,6.333333333,6.6,39.06666667,62.16666667
246,247,Dael,MacVanamy,Nevada,Cholecap,18,6,15,2,15,16,93,191,88,2,124,134,0.114285714,11.6,12,-2.342857143,113.5333333,105.3333333
247,248,Nobie,Swetland,North Carolina,Cholecap,15,17,18,11,3,3,192,18,49,39,86,88,-3.114285714,22.06666667,11.16666667,-9.314285714,111.2666667,78.66666667
248,249,Alonzo,Kyneton,California,Cholecap,14,12,2,20,11,20,123,143,54,28,87,137,1.285714286,8.666666667,13.16666667,-3.542857143,107.7333333,95.33333333
249,250,Therese,Craddy,Louisiana,Cholecap,1,13,11,17,7,3,60,104,169,67,167,79,-0.057142857,8.866666667,8.666666667,5.2,89.46666667,107.6666667
250,251,Abba,Pietruschka,Pennsylvania,Cholecap,12,17,5,19,0,17,104,92,106,70,3,17,-0.342857143,12.86666667,11.66666667,-21.08571429,139.1333333,65.33333333
251,252,Roseline,Gloy,California,Cholecap,7,1,19,1,4,14,69,120,114,185,103,65,0.742857143,5.066666667,7.666666667,2.98E-15,109.3333333,109.3333333
252,253,Wally,Shipston,Ohio,Cholecap,5,20,5,5,1,10,50,70,44,197,26,63,-0.914285714,10.86666667,7.666666667,2.457142857,66.4,75
253,254,Ugo,Kerwen,California,Cholecap,15,19,10,16,16,2,28,164,21,151,150,30,-1.942857143,19.8,13,2.8,80.86666667,90.66666667
254,255,Myrtia,Lendon,Indiana,Cholecap,20,3,19,14,2,7,138,184,64,35,2,138,-2.085714286,18.13333333,10.83333333,-16.42857143,151,93.5
255,256,Shea,Abele,Virginia,Cholecap,0,10,13,13,16,9,144,31,59,43,128,195,1.8,3.866666667,10.16666667,15.14285714,47,100
256,257,Bartram,Stot,Florida,Cholecap,13,14,2,13,16,1,28,39,91,100,106,66,-1.228571429,14.13333333,9.833333333,11.42857143,31.66666667,71.66666667
257,258,Ber,Durling,Utah,Cholecap,18,19,15,8,20,11,55,190,88,158,38,62,-1.114285714,19.06666667,15.16666667,-10.02857143,133.6,98.5
258,259,Fabe,Poge,Nevada,Cholecap,16,10,12,6,7,20,20,118,118,63,74,168,0.142857143,11.33333333,11.83333333,15.8,38.2,93.5
259,260,Karita,Lyven,New York,Cholecap,11,15,10,0,20,12,67,37,64,162,124,130,0.285714286,10.33333333,11.33333333,19.25714286,29.93333333,97.33333333
260,261,Kristoffer,Braganca,New York,Cholecap,8,0,4,2,13,3,148,14,70,129,118,140,0.342857143,3.8,5,9.457142857,70.06666667,103.1666667
261,262,Norine,Greenland,Texas,Cholecap,9,18,14,19,10,1,91,33,136,82,186,162,-1.685714286,17.73333333,11.83333333,21.71428571,39,115
262,263,Walker,MacInherney,California,Cholecap,10,19,6,16,12,20,137,26,98,38,163,166,1.114285714,9.933333333,13.83333333,14.17142857,55.06666667,104.6666667
263,264,Karil,Grinyer,New York,Cholecap,8,0,8,18,17,11,133,123,173,79,136,190,2.171428571,2.733333333,10.33333333,6.571428571,116,139
264,265,Lyda,Kestian,Colorado,Cholecap,3,15,16,6,6,13,108,39,70,68,52,188,0.371428571,8.533333333,9.833333333,12.48571429,43.8,87.5
265,266,Web,Barkly,Texas,Cholecap,9,5,11,7,8,15,56,134,69,60,179,29,1,5.666666667,9.166666667,-0.257142857,88.73333333,87.83333333
266,267,Delora,Heasman,Florida,Cholecap,12,10,9,16,16,18,98,95,181,85,131,187,1.571428571,8,13.5,13.05714286,83.8,129.5
267,268,Hilliard,Yurkiewicz,Maryland,Cholecap,10,0,17,13,13,5,62,84,67,70,161,78,0.285714286,8.666666667,9.666666667,8.971428571,55.6,87
268,269,Tillie,Callan,Virginia,Cholecap,17,19,0,4,6,17,154,188,190,49,186,114,-1,14,10.5,-9.914285714,181.5333333,146.8333333
269,270,Pat,Truelock,Texas,Cholecap,1,2,13,7,5,3,149,97,32,176,170,71,0.371428571,3.866666667,5.166666667,-0.771428571,118.5333333,115.8333333
270,271,Hashim,Samsworth,Virginia,Cholecap,11,2,4,18,7,10,172,141,188,79,32,85,0.685714286,6.266666667,8.666666667,-24.88571429,203.2666667,116.1666667
271,272,Sindee,Egan,Pennsylvania,Cholecap,19,4,20,16,13,0,80,162,154,33,54,9,-2.057142857,19.2,12,-22.85714286,162,82
272,273,Lotty,Callen,Florida,Cholecap,3,17,4,2,20,15,122,24,155,158,74,17,1.914285714,3.466666667,10.16666667,-10.62857143,128.8666667,91.66666667
273,274,Prentiss,Premble,Missouri,Cholecap,3,18,13,20,12,6,74,42,92,179,160,119,0.114285714,11.6,12,19.02857143,44.4,111
274,275,Herman,Stonner,Pennsylvania,Cholecap,7,6,13,18,2,3,9,96,19,44,3,122,-0.771428571,10.86666667,8.166666667,8.885714286,17.73333333,48.83333333
275,276,Burnaby,Mennithorp,Mississippi,Cholecap,4,0,8,8,4,17,34,77,147,141,193,76,2.2,-0.866666667,6.833333333,15.77142857,56.13333333,111.3333333
276,277,Sosanna,Ginty,Pennsylvania,Cholecap,4,3,13,8,18,19,104,21,74,34,182,19,3.285714286,-0.666666667,10.83333333,0.514285714,70.53333333,72.33333333
277,278,Missy,Kiefer,District of Columbia,Cholecap,9,2,14,6,0,5,103,125,90,112,143,169,-0.971428571,9.4,6,11.6,83.06666667,123.6666667
278,279,Rosina,Jesper,Ohio,Cholecap,15,15,0,13,3,17,38,52,49,38,115,174,-0.371428571,11.8,10.5,24.51428571,-8.133333333,77.66666667
279,280,Bartholemy,Wesley,Massachusetts,Cholecap,19,19,13,10,6,5,29,24,149,44,182,98,-3.2,23.2,12,20.4,16.26666667,87.66666667
280,281,Conny,Rydings,New York,Cholecap,11,11,6,0,19,11,172,197,140,159,111,139,0.514285714,7.866666667,9.666666667,-11.54285714,193.4,153
281,282,Becka,Gilpin,South Carolina,Cholecap,20,0,16,6,19,20,27,53,110,84,20,150,1.342857143,8.8,13.5,14,25,74
282,283,Georgeanne,Thirlaway,Kentucky,Cholecap,8,9,18,13,9,17,199,14,97,38,55,99,1.142857143,8.333333333,12.33333333,-12.45714286,127.2666667,83.66666667
283,284,Alwyn,MacCawley,Colorado,Cholecap,2,8,13,16,20,17,166,111,120,159,121,130,3.257142857,1.266666667,12.66666667,-3.171428571,145.6,134.5
284,285,Martin,Peret,District of Columbia,Cholecap,4,11,11,0,0,11,78,45,76,78,66,20,-0.257142857,7.066666667,6.166666667,-6.428571429,83,60.5
285,286,Colette,March,Missouri,Cholecap,11,18,8,17,2,6,100,34,10,58,149,130,-1.828571429,16.73333333,10.33333333,15.51428571,25.86666667,80.16666667
286,287,Molli,Kytley,Florida,Cholecap,8,2,1,13,11,5,100,136,109,118,82,40,0.685714286,4.266666667,6.666666667,-12.94285714,142.8,97.5
287,288,Estrella,Roden,Utah,Cholecap,2,4,6,9,15,4,54,93,187,58,26,181,1.314285714,2.066666667,6.666666667,8.714285714,69.33333333,99.83333333
288,289,Antonia,Dickin,Alabama,Cholecap,16,16,17,1,11,8,22,135,53,33,20,88,-2.028571429,18.6,11.5,-1,62,58.5
289,290,Tessie,Vasiltsov,Wisconsin,Cholecap,17,16,8,17,2,12,54,76,87,66,63,49,-1.657142857,17.8,12,-2.428571429,74.33333333,65.83333333
290,291,Mycah,Ashburner,Wisconsin,Cholecap,20,13,5,7,2,3,176,152,69,54,137,179,-3.314285714,19.93333333,8.333333333,-1.285714286,132.3333333,127.8333333
291,292,Levin,Maclaine,California,Cholecap,1,10,11,19,17,10,184,191,14,73,106,197,2.114285714,3.933333333,11.33333333,-3.742857143,140.6,127.5
292,293,Iona,Sandcroft,Louisiana,Cholecap,18,20,4,4,7,6,154,70,66,50,160,119,-2.828571429,19.73333333,9.833333333,2.257142857,95.26666667,103.1666667
293,294,Maddi,Hanssmann,New York,Cholecap,0,10,11,3,0,6,168,83,76,107,128,117,-0.228571429,5.8,5,-2.542857143,122.0666667,113.1666667
294,295,Robinia,Oades,Arizona,Cholecap,0,1,5,5,8,18,68,74,170,186,149,57,3.171428571,-4.933333333,6.166666667,5.314285714,98.73333333,117.3333333
295,296,Shawna,Simon,Minnesota,Cholecap,17,18,5,3,7,4,191,81,199,77,192,11,-2.857142857,19,9,-19.68571429,194.0666667,125.1666667
296,297,Far,Joburn,Tennessee,Cholecap,10,9,10,15,5,2,163,39,17,167,43,16,-1.342857143,13.2,8.5,-16.37142857,131.4666667,74.16666667
297,298,Jenifer,Eudall,Ohio,Cholecap,16,9,4,3,6,14,21,175,187,115,137,178,-0.571428571,10.66666667,8.666666667,17.11428571,75.6,135.5
298,299,Belva,Tubble,Florida,Cholecap,6,4,16,2,7,19,127,43,168,22,47,191,1.714285714,3,9,5.314285714,81.06666667,99.66666667
299,300,Agretha,Jancy,New York,Cholecap,15,18,2,9,20,0,184,34,98,54,38,79,-1.771428571,16.86666667,10.66666667,-15.91428571,136.8666667,81.16666667
300,301,Carie,Kingsnode,Iowa,Cholecap,1,15,2,4,19,17,142,113,197,125,56,187,2.685714286,0.266666667,9.666666667,-0.514285714,138.4666667,136.6666667
301,302,Loleta,Everington,California,Cholecap,19,9,17,16,11,12,46,89,200,124,62,45,-0.857142857,17,14,-4.628571429,110.5333333,94.33333333
302,303,Sonny,Field,Florida,Cholecap,2,11,20,20,7,15,170,187,195,141,177,175,1.514285714,7.2,12.5,-1.685714286,180.0666667,174.1666667
303,304,Claresta,Boorn,Missouri,Cholecap,13,17,5,7,18,5,21,116,190,129,21,99,-1,14.33333333,10.83333333,1.257142857,91.6,96
304,305,Teddie,Markovic,California,Cholecap,7,0,14,11,13,9,69,197,88,158,24,191,1.314285714,4.4,9,4.6,105.0666667,121.1666667
305,306,Borg,Marwood,Connecticut,Cholecap,18,3,10,9,0,16,187,5,82,157,31,136,-0.571428571,11.33333333,9.333333333,-2.914285714,109.8666667,99.66666667
306,307,Wells,Fraine,Michigan,Cholecap,19,4,16,16,9,14,38,172,106,177,104,65,-0.285714286,14,13,0.057142857,110.1333333,110.3333333
307,308,Yancey,Lared,California,Cholecap,15,5,4,0,4,4,82,138,78,1,121,122,-1.771428571,11.53333333,5.333333333,2.057142857,83.13333333,90.33333333
308,309,Donella,Sandham,New York,Cholecap,3,6,7,1,2,17,38,106,30,122,154,103,1.485714286,0.8,6,16.02857143,36.06666667,92.16666667
309,310,Aurea,Font,Colorado,Cholecap,12,1,15,4,8,2,32,167,85,27,12,92,-1.142857143,11,7,-6.371428571,91.46666667,69.16666667
310,311,Kirstyn,Peschmann,Alaska,Cholecap,10,9,17,14,16,18,191,68,64,134,28,158,1.657142857,8.2,14,-6.142857143,128.6666667,107.1666667
311,312,Lian,Boarleyson,Colorado,Cholecap,0,15,0,16,18,17,22,163,145,181,71,176,3.142857143,-4.35E-15,11,15.14285714,73.33333333,126.3333333
312,313,Renate,Waterstone,Massachusetts,Cholecap,11,6,6,1,1,15,95,77,25,77,110,33,-7.45E-16,6.666666667,6.666666667,-4.542857143,85.4,69.5
313,314,Cacilia,Farren,South Carolina,Cholecap,4,10,2,15,14,13,170,170,47,110,23,60,2,2.666666667,9.666666667,-26.51428571,189.4666667,96.66666667
314,315,Lou,Skillington,California,Cholecap,19,16,5,18,18,16,193,55,5,24,155,149,0.114285714,14.93333333,15.33333333,2.828571429,86.93333333,96.83333333
315,316,Isacco,Crampton,New York,Cholecap,13,0,17,3,7,17,134,60,199,187,126,52,0.771428571,6.8,9.5,-6.4,148.7333333,126.3333333
316,317,Stacy,Yeatman,Florida,Cholecap,4,16,3,15,11,0,175,26,54,19,50,12,-0.657142857,10.46666667,8.166666667,-22.22857143,133.8,56
317,318,Ursulina,Spooner,District of Columbia,Cholecap,12,5,18,13,2,0,196,71,172,31,112,4,-2.114285714,15.73333333,8.333333333,-27.94285714,195.4666667,97.66666667
318,319,Rinaldo,De La Hay,Texas,Cholecap,18,5,7,4,10,6,59,9,75,178,88,146,-1.371428571,13.13333333,8.333333333,22.14285714,15,92.5
319,320,Massimiliano,Bradford,North Carolina,Cholecap,3,3,19,18,10,19,170,24,144,161,28,161,2.857142857,2,12,-0.457142857,116.2666667,114.6666667
320,321,Tisha,Bader,Connecticut,Cholecap,19,2,8,10,8,2,139,97,41,116,11,130,-1.857142857,14.66666667,8.166666667,-6.514285714,111.8,89
321,322,Catherina,Darey,New York,Cholecap,8,5,8,12,19,0,83,84,69,17,101,0,0.171428571,8.066666667,8.666666667,-11.88571429,100.6,59
322,323,Niko,Rawstorn,Oklahoma,Cholecap,9,16,4,9,4,3,49,143,137,13,156,199,-1.742857143,13.6,7.5,19,49.66666667,116.1666667
323,324,Valeria,Munro,Florida,Cholecap,18,3,1,12,8,15,105,141,109,43,31,150,0.314285714,8.4,9.5,-4.885714286,113.6,96.5
324,325,Roz,Clineck,Texas,Cholecap,18,19,6,19,8,2,182,96,180,149,69,3,-2.857142857,22,12,-28.77142857,213.8666667,113.1666667
325,326,Raimund,Figin,California,Cholecap,14,7,17,0,11,8,142,60,88,109,71,127,-1,13,9.5,-0.6,101.6,99.5
326,327,Celestia,McPhail,Iowa,Cholecap,2,8,5,11,8,13,153,9,168,196,149,147,1.742857143,1.733333333,7.833333333,11.94285714,95.2,137
327,328,Richmound,McGeady,Texas,Cholecap,16,20,20,11,1,14,54,32,81,161,83,157,-2.171428571,21.26666667,13.66666667,21.37142857,19.86666667,94.66666667
328,329,Mirelle,Kennagh,Florida,Cholecap,11,14,15,5,10,12,194,52,23,60,111,40,-0.485714286,12.86666667,11.16666667,-15.88571429,135.6,80
329,330,Jonah,Oswal,Minnesota,Cholecap,7,16,7,18,5,9,121,127,46,182,6,167,-0.342857143,11.53333333,10.33333333,0.085714286,107.8666667,108.1666667
330,331,Debbi,Osborne,New York,Cholecap,14,18,16,7,12,11,176,167,43,153,48,14,-1.2,17.2,13,-30.2,205.8666667,100.1666667
331,332,Jaymee,Gonnard,New York,Cholecap,9,5,15,14,2,8,167,29,180,16,142,79,-0.428571429,10.33333333,8.833333333,-7.571428571,128.6666667,102.1666667
332,333,Jerrome,Bernardes,Ohio,Cholecap,17,20,7,0,5,18,190,22,114,129,78,23,-1.342857143,15.86666667,11.16666667,-18.62857143,157.8666667,92.66666667
333,334,Costanza,Letson,Arizona,Cholecap,6,4,13,11,9,12,6,112,49,16,59,166,1.228571429,4.866666667,9.166666667,17.37142857,7.2,68
334,335,Shelbi,Fordy,New York,Cholecap,6,3,18,10,2,19,149,129,189,61,81,157,1.542857143,4.266666667,9.666666667,-6.628571429,150.8666667,127.6666667
335,336,Karlen,Andretti,Alabama,Cholecap,10,20,18,17,7,1,119,151,168,82,146,91,-2.428571429,20.66666667,12.16666667,-6.885714286,150.2666667,126.1666667
336,337,Matthiew,Rawcliffe,Georgia,Cholecap,17,0,8,20,6,2,155,74,102,20,125,134,-1.285714286,13.33333333,8.833333333,-0.971428571,105.0666667,101.6666667
